configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 190993 , 19005.6 , 35
1,1,3,0,1,4,1000,1,1,3,2, 196910 , 19626.1 , 36
10,0,2,0,2,2,-1,1,2,3,1, 193203 , 19183.8 , 35
11,0,1,0,3,2,1000,1,1,3,2, 192845 , 19270.9 , 35
12,1,3,0,5,0,-1,1,2,2,1, 205327 , 20375.6 , 40
13,0,2,1,3,1,1000,1,2,3,1, 192814 , 19149.7 , 36
14,1,2,0,1,4,-1,1,1,2,3, 191075 , 19033.1 , 36
15,0,3,0,3,4,1000,2,2,1,2, 192275 , 19108.4 , 35
16,1,2,1,1,4,-1,2,2,1,1, 194310 , 19466.6 , 35
17,1,1,1,2,-1,1000,1,1,3,1, 190620 , 19058.6 , 35
18,1,1,1,4,4,-1,1,3,2,2, 191107 , 19102.2 , 38
19,1,3,1,2,1,-1,2,1,3,3, 183625 , 18360.8 , 34
2,1,2,1,3,-1,1000,1,1,3,3, 188070 , 18798.0 , 35
20,0,3,0,4,0,-1,1,2,1,2, 197543 , 19660.2 , 36
21,1,2,0,2,4,-1,2,3,3,3, 186709 , 18704.0 , 35
22,0,1,0,5,1,-1,1,2,1,3, 197804 , 19672.0 , 36
23,1,1,1,4,0,-1,1,2,3,3, 184535 , 18322.0 , 35
24,1,1,0,2,0,-1,1,1,2,3, 201976 , 20119.5 , 38
25,0,1,1,5,0,-1,1,3,2,3, 190374 , 18979.2 , 35
26,1,3,0,3,0,-1,2,1,2,3, 188521 , 18845.0 , 35
27,0,1,0,4,3,1000,1,3,2,3, 194294 , 19392.6 , 37
28,1,1,0,1,3,-1,2,3,3,2, 196223 , 19603.5 , 36
29,1,3,1,1,4,1000,2,1,2,3, 179661 , 17948.8 , 34
3,0,3,0,4,1,1000,1,3,2,2, 194187 , 19325.5 , 35
30,0,3,0,3,4,1000,2,3,1,1, 190851 , 19051.0 , 35
31,1,2,0,2,4,-1,2,3,3,1, 190423 , 19035.2 , 35
32,1,2,1,1,3,-1,2,2,2,3, 179661 , 17923.5 , 34
33,1,1,0,4,1,-1,2,3,1,2, 192619 , 19153.2 , 35
34,1,1,1,4,3,1000,2,2,2,2, 195197 , 19428.3 , 37
35,1,2,0,5,4,1000,2,1,1,3, 187003 , 18652.7 , 34
36,1,3,0,3,-1,-1,1,3,1,3, 193125 , 19268.4 , 35
37,0,2,1,4,-1,-1,2,2,3,2, 187934 , 18680.4 , 35
38,0,2,0,2,1,-1,2,3,1,3, 194033 , 19350.3 , 35
39,0,2,1,2,0,-1,1,3,3,3, 200453 , 20012.6 , 37
4,0,1,1,5,4,1000,1,1,1,2, 191796 , 19123.8 , 35
40,0,3,0,3,3,1000,1,1,1,1, 197473 , 19639.4 , 36
41,1,2,0,4,3,1000,1,1,3,2, 198673 , 19828.6 , 36
42,1,1,0,2,0,1000,1,3,3,3, 193869 , 19371.0 , 39
43,0,3,1,4,-1,-1,1,3,1,3, 194938 , 19354.2 , 36
44,0,3,0,3,0,1000,1,2,2,2, 189172 , 18880.1 , 34
45,0,2,1,5,1,1000,1,2,3,1, 195008 , 19429.7 , 36
46,1,1,0,5,2,-1,2,2,2,3, 189581 , 18931.5 , 35
47,0,2,0,5,4,-1,2,2,2,3, 195409 , 19397.2 , 36
