configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 0 , 0.0 , 0
1,1,3,0,1,4,1000,1,1,3,2, 0 , 0.0 , 0
10,0,2,0,2,2,-1,1,2,3,1, 11004 , 1092.1 , 2
11,0,1,0,3,2,1000,1,1,3,2, 0 , 0.0 , 0
12,1,3,0,5,0,-1,1,2,2,1, 0 , 0.0 , 0
13,0,2,1,3,1,1000,1,2,3,1, 4514 , 459.5 , 0
14,1,2,0,1,4,-1,1,1,2,3, 0 , 0.0 , 0
15,0,3,0,3,4,1000,2,2,1,2, 0 , 0.0 , 0
16,1,2,1,1,4,-1,2,2,1,1, 0 , 0.0 , 0
17,1,1,1,2,-1,1000,1,1,3,1, 0 , 0.0 , 0
18,1,1,1,4,4,-1,1,3,2,2, 0 , 0.0 , 0
19,1,3,1,2,1,-1,2,1,3,3, 0 , 0.0 , 0
2,1,2,1,3,-1,1000,1,1,3,3, 0 , 0.0 , 0
20,0,3,0,4,0,-1,1,2,1,2, 11000 , 1091.4 , 2
21,1,2,0,2,4,-1,2,3,3,3, 0 , 0.0 , 0
22,0,1,0,5,1,-1,1,2,1,3, 11002 , 1102.5 , 2
23,1,1,1,4,0,-1,1,2,3,3, 4719 , 471.2 , 0
24,1,1,0,2,0,-1,1,1,2,3, 11004 , 1092.3 , 2
25,0,1,1,5,0,-1,1,3,2,3, 0 , 0.0 , 0
26,1,3,0,3,0,-1,2,1,2,3, 11002 , 1091.1 , 2
27,0,1,0,4,3,1000,1,3,2,3, 0 , 0.0 , 0
28,1,1,0,1,3,-1,2,3,3,2, 11000 , 1090.5 , 2
29,1,3,1,1,4,1000,2,1,2,3, 4517 , 451.1 , 0
3,0,3,0,4,1,1000,1,3,2,2, 0 , 0.0 , 0
30,0,3,0,3,4,1000,2,3,1,1, 0 , 0.0 , 0
31,1,2,0,2,4,-1,2,3,3,1, 11000 , 1092.0 , 2
32,1,2,1,1,3,-1,2,2,2,3, 4251 , 423.9 , 0
33,1,1,0,4,1,-1,2,3,1,2, 11002 , 1088.5 , 2
34,1,1,1,4,3,1000,2,2,2,2, 4181 , 417.6 , 0
35,1,2,0,5,4,1000,2,1,1,3, 11000 , 1088.2 , 2
36,1,3,0,3,-1,-1,1,3,1,3, 0 , 0.0 , 0
37,0,2,1,4,-1,-1,2,2,3,2, 0 , 0.0 , 0
38,0,2,0,2,1,-1,2,3,1,3, 0 , 0.0 , 0
39,0,2,1,2,0,-1,1,3,3,3, 0 , 0.0 , 0
4,0,1,1,5,4,1000,1,1,1,2, 1012 , 116.5 , 0
40,0,3,0,3,3,1000,1,1,1,1, 0 , 0.0 , 0
41,1,2,0,4,3,1000,1,1,3,2, 11000 , 1089.2 , 2
42,1,1,0,2,0,1000,1,3,3,3, 0 , 0.0 , 0
43,0,3,1,4,-1,-1,1,3,1,3, 0 , 0.0 , 0
44,0,3,0,3,0,1000,1,2,2,2, 0 , 0.0 , 0
45,0,2,1,5,1,1000,1,2,3,1, 1012 , 143.7 , 0
46,1,1,0,5,2,-1,2,2,2,3, 0 , 0.0 , 0
47,0,2,0,5,4,-1,2,2,2,3, 11000 , 1092.4 , 2
48,0,3,0,1,3,-1,1,2,2,2, 11001 , 1089.0 , 2
49,1,1,1,3,-1,-1,2,1,2,1, 0 , 0.0 , 0
5,1,2,1,5,-1,1000,1,2,3,3, 0 , 0.0 , 0
50,1,3,1,5,3,-1,1,2,3,3, 4719 , 470.8 , 0
51,1,3,0,4,0,1000,1,1,3,2, 2554 , 369.1 , 0
52,1,1,0,1,4,1000,2,3,1,3, 11000 , 1090.7 , 2
53,0,1,0,4,3,-1,2,3,1,1, 0 , 0.0 , 0
54,0,1,0,2,-1,-1,2,3,3,1, 0 , 0.0 , 0
55,1,3,1,5,1,1000,1,1,3,3, 4719 , 471.7 , 0
56,1,3,0,2,3,1000,1,1,1,2, 11004 , 1086.4 , 2
57,1,2,1,2,2,1000,2,1,1,3, 4625 , 461.8 , 0
58,0,1,1,1,3,-1,1,1,2,2, 0 , 0.0 , 0
59,1,2,1,4,0,-1,2,2,1,3, 0 , 0.0 , 0
6,0,1,0,2,3,1000,2,2,1,1, 0 , 0.0 , 0
60,1,1,1,1,2,-1,1,3,1,2, 3694 , 379.4 , 0
61,0,1,1,3,0,-1,1,2,1,3, 0 , 0.0 , 0
62,1,2,0,4,1,-1,1,1,2,3, 0 , 0.0 , 0
63,1,3,0,4,1,-1,1,1,3,3, 11000 , 1091.0 , 2
64,1,3,0,5,3,-1,2,1,3,1, 0 , 0.0 , 0
65,0,1,1,2,3,1000,1,2,2,1, 4719 , 463.6 , 0
66,0,3,1,2,0,1000,1,1,3,3, 0 , 0.0 , 0
67,0,3,0,4,3,1000,1,2,1,2, 11000 , 1090.5 , 2
68,1,3,1,3,4,-1,2,2,2,3, 4517 , 450.8 , 0
69,0,1,1,4,2,1000,2,3,3,2, 0 , 0.0 , 0
7,1,2,1,4,3,1000,2,1,1,3, 0 , 0.0 , 0
70,1,1,1,3,0,-1,1,1,3,1, 4514 , 450.3 , 0
