configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 6377 , 1265.4 , 1
1,1,3,0,1,4,1000,1,1,3,2, 9206 , 1827.1 , 2
10,0,2,0,2,2,-1,1,2,3,1, 14239 , 2150.6 , 3
11,0,1,0,3,2,1000,1,1,3,2, 9234 , 1830.1 , 2
12,1,3,0,5,0,-1,1,2,2,1, 10843 , 2142.6 , 3
13,0,2,1,3,1,1000,1,2,3,1, 28756 , 2872.6 , 7
14,1,2,0,1,4,-1,1,1,2,3, 0 , 0.0 , 0
15,0,3,0,3,4,1000,2,2,1,2, 8258 , 1637.4 , 2
16,1,2,1,1,4,-1,2,2,1,1, 9164 , 1814.1 , 3
17,1,1,1,2,-1,1000,1,1,3,1, 15461 , 2316.7 , 4
18,1,1,1,4,4,-1,1,3,2,2, 33025 , 3241.5 , 8
19,1,3,1,2,1,-1,2,1,3,3, 0 , 0.0 , 0
2,1,2,1,3,-1,1000,1,1,3,3, 18969 , 2596.7 , 5
20,0,3,0,4,0,-1,1,2,1,2, 26745 , 2662.6 , 6
21,1,2,0,2,4,-1,2,3,3,3, 13699 , 1360.7 , 3
22,0,1,0,5,1,-1,1,2,1,3, 14275 , 1422.0 , 3
23,1,1,1,4,0,-1,1,2,3,3, 11000 , 2145.7 , 3
24,1,1,0,2,0,-1,1,1,2,3, 9155 , 1813.7 , 2
25,0,1,1,5,0,-1,1,3,2,3, 9801 , 1937.5 , 3
26,1,3,0,3,0,-1,2,1,2,3, 8931 , 1785.4 , 2
27,0,1,0,4,3,1000,1,3,2,3, 23535 , 2475.8 , 6
28,1,1,0,1,3,-1,2,3,3,2, 7987 , 1329.9 , 1
29,1,3,1,1,4,1000,2,1,2,3, 24384 , 2432.6 , 6
3,0,3,0,4,1,1000,1,3,2,2, 26678 , 2661.4 , 7
30,0,3,0,3,4,1000,2,3,1,1, 8730 , 1735.4 , 2
31,1,2,0,2,4,-1,2,3,3,1, 21089 , 2101.6 , 5
32,1,2,1,1,3,-1,2,2,2,3, 8819 , 1752.3 , 3
33,1,1,0,4,1,-1,2,3,1,2, 6342 , 1258.5 , 1
34,1,1,1,4,3,1000,2,2,2,2, 0 , 0.0 , 0
35,1,2,0,5,4,1000,2,1,1,3, 24424 , 2733.3 , 6
36,1,3,0,3,-1,-1,1,3,1,3, 1043 , 206.8 , 0
