configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 180564 , 17965.5 , 36
1,1,3,0,1,4,1000,1,1,3,2, 179993 , 17938.0 , 37
10,0,2,0,2,2,-1,1,2,3,1, 87585 , 17249.3 , 24
11,0,1,0,3,2,1000,1,1,3,2, 165895 , 16503.4 , 36
12,1,3,0,5,0,-1,1,2,2,1, 182285 , 18221.2 , 38
13,0,2,1,3,1,1000,1,2,3,1, 178816 , 17849.4 , 36
14,1,2,0,1,4,-1,1,1,2,3, 177183 , 17622.4 , 37
15,0,3,0,3,4,1000,2,2,1,2, 178929 , 17850.1 , 37
16,1,2,1,1,4,-1,2,2,1,1, 166559 , 16613.8 , 36
17,1,1,1,2,-1,1000,1,1,3,1, 175542 , 17457.9 , 36
18,1,1,1,4,4,-1,1,3,2,2, 176057 , 17519.1 , 36
19,1,3,1,2,1,-1,2,1,3,3, 69647 , 22963.6 , 20
2,1,2,1,3,-1,1000,1,1,3,3, 178704 , 17807.6 , 36
20,0,3,0,4,0,-1,1,2,1,2, 173073 , 17295.8 , 37
21,1,2,0,2,4,-1,2,3,3,3, 173630 , 17880.3 , 36
22,0,1,0,5,1,-1,1,2,1,3, 171570 , 17115.3 , 37
23,1,1,1,4,0,-1,1,2,3,3, 178704 , 17789.4 , 36
24,1,1,0,2,0,-1,1,1,2,3, 176152 , 17552.7 , 37
25,0,1,1,5,0,-1,1,3,2,3, 177264 , 17594.1 , 36
26,1,3,0,3,0,-1,2,1,2,3, 182643 , 18195.7 , 37
27,0,1,0,4,3,1000,1,3,2,3, 176216 , 17595.3 , 36
28,1,1,0,1,3,-1,2,3,3,2, 180611 , 17964.1 , 37
29,1,3,1,1,4,1000,2,1,2,3, 174470 , 17343.2 , 36
3,0,3,0,4,1,1000,1,3,2,2, 172711 , 17241.4 , 35
