configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 185545 , 18482.9 , 38
1,1,3,0,1,4,1000,1,1,3,2, 178715 , 17702.0 , 37
10,0,2,0,2,2,-1,1,2,3,1, 174849 , 17424.0 , 37
11,0,1,0,3,2,1000,1,1,3,2, 182112 , 18108.0 , 38
12,1,3,0,5,0,-1,1,2,2,1, 183509 , 18325.5 , 38
13,0,2,1,3,1,1000,1,2,3,1, 173338 , 17309.8 , 37
14,1,2,0,1,4,-1,1,1,2,3, 182648 , 18217.0 , 38
15,0,3,0,3,4,1000,2,2,1,2, 187990 , 18708.8 , 39
16,1,2,1,1,4,-1,2,2,1,1, 192364 , 19137.4 , 39
17,1,1,1,2,-1,1000,1,1,3,1, 172011 , 17194.0 , 36
18,1,1,1,4,4,-1,1,3,2,2, 183133 , 18303.4 , 38
19,1,3,1,2,1,-1,2,1,3,3, 192009 , 19184.8 , 39
2,1,2,1,3,-1,1000,1,1,3,3, 178551 , 17851.7 , 37
20,0,3,0,4,0,-1,1,2,1,2, 172233 , 17078.0 , 36
21,1,2,0,2,4,-1,2,3,3,3, 183598 , 18319.7 , 38
22,0,1,0,5,1,-1,1,2,1,3, 177043 , 17571.6 , 37
23,1,1,1,4,0,-1,1,2,3,3, 178551 , 17850.0 , 37
24,1,1,0,2,0,-1,1,1,2,3, 176739 , 17571.8 , 37
25,0,1,1,5,0,-1,1,3,2,3, 177364 , 17671.8 , 37
26,1,3,0,3,0,-1,2,1,2,3, 189609 , 18899.7 , 39
27,0,1,0,4,3,1000,1,3,2,3, 182899 , 18278.5 , 38
28,1,1,0,1,3,-1,2,3,3,2, 179612 , 17839.9 , 37
29,1,3,1,1,4,1000,2,1,2,3, 182576 , 18185.1 , 38
3,0,3,0,4,1,1000,1,3,2,2, 179700 , 17881.7 , 37
30,0,3,0,3,4,1000,2,3,1,1, 185546 , 18479.1 , 39
31,1,2,0,2,4,-1,2,3,3,1, 181955 , 18099.6 , 38
32,1,2,1,1,3,-1,2,2,2,3, 182576 , 18217.8 , 38
33,1,1,0,4,1,-1,2,3,1,2, 187990 , 18706.0 , 39
34,1,1,1,4,3,1000,2,2,2,2, 185098 , 18432.8 , 38
35,1,2,0,5,4,1000,2,1,1,3, 181097 , 18056.4 , 38
36,1,3,0,3,-1,-1,1,3,1,3, 175795 , 17504.2 , 37
37,0,2,1,4,-1,-1,2,2,3,2, 185824 , 18476.3 , 38
38,0,2,0,2,1,-1,2,3,1,3, 178607 , 17843.8 , 37
39,0,2,1,2,0,-1,1,3,3,3, 171365 , 17102.9 , 36
4,0,1,1,5,4,1000,1,1,1,2, 175315 , 17457.3 , 37
40,0,3,0,3,3,1000,1,1,1,1, 182045 , 18135.6 , 38
41,1,2,0,4,3,1000,1,1,3,2, 182112 , 18191.0 , 38
42,1,1,0,2,0,1000,1,3,3,3, 184701 , 18358.8 , 39
43,0,3,1,4,-1,-1,1,3,1,3, 166513 , 16645.2 , 36
44,0,3,0,3,0,1000,1,2,2,2, 179700 , 17865.8 , 37
45,0,2,1,5,1,1000,1,2,3,1, 185371 , 18389.8 , 38
46,1,1,0,5,2,-1,2,2,2,3, 186432 , 18553.7 , 38
47,0,2,0,5,4,-1,2,2,2,3, 186432 , 18522.1 , 38
48,0,3,0,1,3,-1,1,2,2,2, 172318 , 17227.6 , 35
49,1,1,1,3,-1,-1,2,1,2,1, 190214 , 18948.0 , 39
5,1,2,1,5,-1,1000,1,2,3,3, 175253 , 17351.3 , 37
50,1,3,1,5,3,-1,1,2,3,3, 175253 , 17340.4 , 37
51,1,3,0,4,0,1000,1,1,3,2, 182112 , 18145.8 , 38
52,1,1,0,1,4,1000,2,3,1,3, 177318 , 17670.3 , 38
53,0,1,0,4,3,-1,2,3,1,1, 185546 , 18477.9 , 39
54,0,1,0,2,-1,-1,2,3,3,1, 186843 , 18558.0 , 38
55,1,3,1,5,1,1000,1,1,3,3, 177090 , 17695.9 , 37
56,1,3,0,2,3,1000,1,1,1,2, 178675 , 17728.0 , 37
57,1,2,1,2,2,1000,2,1,1,3, 189440 , 18820.0 , 39
58,0,1,1,1,3,-1,1,1,2,2, 175733 , 17490.2 , 37
59,1,2,1,4,0,-1,2,2,1,3, 187550 , 18725.8 , 39
6,0,1,0,2,3,1000,2,2,1,1, 187738 , 18766.2 , 38
60,1,1,1,1,2,-1,1,3,1,2, 180300 , 17931.7 , 38
61,0,1,1,3,0,-1,1,2,1,3, 168002 , 16748.3 , 36
62,1,2,0,4,1,-1,1,1,2,3, 180442 , 18021.1 , 38
63,1,3,0,4,1,-1,1,1,3,3, 176523 , 17530.8 , 38
64,1,3,0,5,3,-1,2,1,3,1, 185768 , 18550.9 , 38
65,0,1,1,2,3,1000,1,2,2,1, 172945 , 17139.9 , 36
66,0,3,1,2,0,1000,1,1,3,3, 178073 , 17664.8 , 37
67,0,3,0,4,3,1000,1,2,1,2, 172233 , 17088.9 , 36
68,1,3,1,3,4,-1,2,2,2,3, 185450 , 18447.9 , 39
69,0,1,1,4,2,1000,2,3,3,2, 184164 , 18401.1 , 38
7,1,2,1,4,3,1000,2,1,1,3, 188782 , 18741.1 , 39
70,1,1,1,3,0,-1,1,1,3,1, 173338 , 17292.8 , 37
71,1,2,1,3,1,-1,1,2,1,1, 184310 , 18345.8 , 39
72,1,2,1,2,-1,1000,1,2,2,2, 178517 , 17842.4 , 38
73,0,1,1,3,3,1000,2,3,1,3, 193856 , 19192.8 , 40
74,1,1,0,5,1,-1,2,1,2,3, 186432 , 18526.2 , 38
75,1,3,0,2,4,-1,2,2,2,1, 186854 , 18561.3 , 38
76,0,1,1,2,4,-1,2,2,3,3, 192009 , 19140.8 , 39
77,0,3,0,2,0,-1,1,2,3,3, 189351 , 18776.6 , 39
78,1,3,1,3,3,-1,2,3,1,3, 188782 , 18764.0 , 39
79,0,2,1,1,1,-1,1,2,3,3, 174531 , 17415.7 , 37
8,1,1,0,5,0,1000,1,2,2,3, 182202 , 18182.9 , 38
80,1,1,1,2,0,1000,2,1,2,2, 187848 , 18722.9 , 38
81,1,2,1,3,3,-1,2,3,2,2, 185098 , 18455.7 , 38
82,0,2,0,2,0,-1,2,3,1,1, 187738 , 18690.0 , 38
83,1,3,0,3,4,1000,2,3,1,2, 187990 , 18659.9 , 39
84,0,2,1,1,1,1000,1,1,1,2, 190182 , 18873.4 , 39
85,0,3,0,5,2,1000,2,2,2,3, 186432 , 18503.1 , 38
86,0,1,0,5,1,-1,2,2,3,3, 188714 , 18854.9 , 38
87,0,1,0,4,1,1000,1,2,3,2, 187819 , 18708.1 , 38
88,1,3,0,5,4,1000,1,3,3,2, 187190 , 18562.9 , 39
89,1,2,1,4,-1,-1,1,1,1,2, 180773 , 17897.0 , 38
9,0,1,0,1,0,1000,1,1,2,3, 178619 , 17713.4 , 38
90,1,1,1,1,3,1000,1,1,1,3, 181181 , 18009.4 , 38
