configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 23001 , 2293.5 , 4
1,1,3,0,1,4,1000,1,1,3,2, 23001 , 2287.6 , 4
10,0,2,0,2,2,-1,1,2,3,1, 23000 , 2293.6 , 4
11,0,1,0,3,2,1000,1,1,3,2, 23002 , 2287.4 , 4
12,1,3,0,5,0,-1,1,2,2,1, 23000 , 2290.6 , 4
13,0,2,1,3,1,1000,1,2,3,1, 23000 , 2291.7 , 4
14,1,2,0,1,4,-1,1,1,2,3, 23001 , 2292.3 , 4
15,0,3,0,3,4,1000,2,2,1,2, 23002 , 2286.8 , 4
16,1,2,1,1,4,-1,2,2,1,1, 23000 , 2292.2 , 5
17,1,1,1,2,-1,1000,1,1,3,1, 23000 , 2291.9 , 5
18,1,1,1,4,4,-1,1,3,2,2, 23002 , 2286.2 , 4
19,1,3,1,2,1,-1,2,1,3,3, 23000 , 2294.1 , 4
2,1,2,1,3,-1,1000,1,1,3,3, 23002 , 2300.1 , 5
20,0,3,0,4,0,-1,1,2,1,2, 23002 , 2288.5 , 4
21,1,2,0,2,4,-1,2,3,3,3, 23001 , 2293.1 , 4
22,0,1,0,5,1,-1,1,2,1,3, 23000 , 2293.9 , 4
23,1,1,1,4,0,-1,1,2,3,3, 23002 , 2292.2 , 5
24,1,1,0,2,0,-1,1,1,2,3, 23000 , 2288.1 , 4
25,0,1,1,5,0,-1,1,3,2,3, 23000 , 2292.7 , 5
26,1,3,0,3,0,-1,2,1,2,3, 23002 , 2285.0 , 4
27,0,1,0,4,3,1000,1,3,2,3, 23002 , 2286.9 , 4
28,1,1,0,1,3,-1,2,3,3,2, 23001 , 2291.2 , 4
29,1,3,1,1,4,1000,2,1,2,3, 23000 , 2294.0 , 5
3,0,3,0,4,1,1000,1,3,2,2, 23002 , 2292.2 , 4
30,0,3,0,3,4,1000,2,3,1,1, 23002 , 2289.3 , 4
31,1,2,0,2,4,-1,2,3,3,1, 23001 , 2290.7 , 4
32,1,2,1,1,3,-1,2,2,2,3, 23000 , 2293.7 , 5
33,1,1,0,4,1,-1,2,3,1,2, 23002 , 2288.3 , 4
34,1,1,1,4,3,1000,2,2,2,2, 23000 , 2292.0 , 4
35,1,2,0,5,4,1000,2,1,1,3, 23000 , 2291.5 , 4
36,1,3,0,3,-1,-1,1,3,1,3, 23002 , 2286.0 , 4
37,0,2,1,4,-1,-1,2,2,3,2, 23000 , 2273.3 , 4
38,0,2,0,2,1,-1,2,3,1,3, 23001 , 2287.7 , 4
39,0,2,1,2,0,-1,1,3,3,3, 23557 , 2352.5 , 5
4,0,1,1,5,4,1000,1,1,1,2, 23394 , 2334.0 , 5
40,0,3,0,3,3,1000,1,1,1,1, 23002 , 2285.7 , 4
41,1,2,0,4,3,1000,1,1,3,2, 23002 , 2286.0 , 4
42,1,1,0,2,0,1000,1,3,3,3, 23000 , 2286.9 , 4
43,0,3,1,4,-1,-1,1,3,1,3, 23004 , 2291.5 , 4
44,0,3,0,3,0,1000,1,2,2,2, 23002 , 2293.8 , 4
45,0,2,1,5,1,1000,1,2,3,1, 23407 , 2335.1 , 5
46,1,1,0,5,2,-1,2,2,2,3, 23000 , 2287.0 , 4
47,0,2,0,5,4,-1,2,2,2,3, 23000 , 2288.9 , 4
48,0,3,0,1,3,-1,1,2,2,2, 23001 , 2290.3 , 4
49,1,1,1,3,-1,-1,2,1,2,1, 23000 , 2293.9 , 4
5,1,2,1,5,-1,1000,1,2,3,3, 23193 , 2313.3 , 5
50,1,3,1,5,3,-1,1,2,3,3, 23000 , 2294.1 , 5
51,1,3,0,4,0,1000,1,1,3,2, 23002 , 2286.5 , 4
52,1,1,0,1,4,1000,2,3,1,3, 23001 , 2286.8 , 4
53,0,1,0,4,3,-1,2,3,1,1, 23002 , 2292.6 , 4
54,0,1,0,2,-1,-1,2,3,3,1, 23001 , 2291.3 , 4
55,1,3,1,5,1,1000,1,1,3,3, 23030 , 2293.5 , 5
56,1,3,0,2,3,1000,1,1,1,2, 23000 , 2289.2 , 4
57,1,2,1,2,2,1000,2,1,1,3, 23000 , 2293.9 , 4
58,0,1,1,1,3,-1,1,1,2,2, 23000 , 2292.9 , 5
59,1,2,1,4,0,-1,2,2,1,3, 23000 , 2293.7 , 4
6,0,1,0,2,3,1000,2,2,1,1, 23001 , 2287.9 , 4
60,1,1,1,1,2,-1,1,3,1,2, 23000 , 2291.2 , 5
61,0,1,1,3,0,-1,1,2,1,3, 23004 , 2290.2 , 4
62,1,2,0,4,1,-1,1,1,2,3, 23002 , 2292.5 , 4
63,1,3,0,4,1,-1,1,1,3,3, 23002 , 2287.4 , 4
64,1,3,0,5,3,-1,2,1,3,1, 23000 , 2288.2 , 4
65,0,1,1,2,3,1000,1,2,2,1, 23210 , 2311.5 , 5
66,0,3,1,2,0,1000,1,1,3,3, 23141 , 2309.7 , 5
67,0,3,0,4,3,1000,1,2,1,2, 23002 , 2290.4 , 4
68,1,3,1,3,4,-1,2,2,2,3, 23000 , 2293.1 , 4
69,0,1,1,4,2,1000,2,3,3,2, 23000 , 2293.9 , 4
7,1,2,1,4,3,1000,2,1,1,3, 23000 , 2294.1 , 4
70,1,1,1,3,0,-1,1,1,3,1, 23000 , 2269.4 , 4
71,1,2,1,3,1,-1,1,2,1,1, 23001 , 2268.7 , 4
72,1,2,1,2,-1,1000,1,2,2,2, 23211 , 2310.9 , 5
73,0,1,1,3,3,1000,2,3,1,3, 23000 , 2292.1 , 4
74,1,1,0,5,1,-1,2,1,2,3, 23000 , 2289.3 , 4
75,1,3,0,2,4,-1,2,2,2,1, 23001 , 2293.7 , 4
76,0,1,1,2,4,-1,2,2,3,3, 23000 , 2271.7 , 4
77,0,3,0,2,0,-1,1,2,3,3, 23000 , 2293.8 , 4
78,1,3,1,3,3,-1,2,3,1,3, 23000 , 2294.2 , 4
79,0,2,1,1,1,-1,1,2,3,3, 23000 , 2293.6 , 5
8,1,1,0,5,0,1000,1,2,2,3, 23000 , 2286.1 , 4
80,1,1,1,2,0,1000,2,1,2,2, 23000 , 2294.1 , 4
81,1,2,1,3,3,-1,2,3,2,2, 23000 , 2293.8 , 4
82,0,2,0,2,0,-1,2,3,1,1, 23001 , 2292.4 , 4
83,1,3,0,3,4,1000,2,3,1,2, 23002 , 2286.2 , 4
84,0,2,1,1,1,1000,1,1,1,2, 23000 , 2291.9 , 5
85,0,3,0,5,2,1000,2,2,2,3, 23000 , 2287.0 , 4
86,0,1,0,5,1,-1,2,2,3,3, 23000 , 2288.6 , 4
87,0,1,0,4,1,1000,1,2,3,2, 23002 , 2290.3 , 4
88,1,3,0,5,4,1000,1,3,3,2, 23000 , 2287.8 , 4
89,1,2,1,4,-1,-1,1,1,1,2, 23000 , 2244.2 , 4
9,0,1,0,1,0,1000,1,1,2,3, 23001 , 2287.1 , 4
90,1,1,1,1,3,1000,1,1,1,3, 23000 , 2293.5 , 5
91,1,3,1,1,1,-1,2,2,1,1, 23000 , 2293.9 , 5
92,0,3,0,3,1,-1,2,1,1,2, 23002 , 2287.1 , 4
93,1,2,0,5,4,-1,2,1,3,3, 23000 , 2293.1 , 4
94,1,2,0,5,4,1000,1,2,1,1, 23000 , 2286.6 , 4
95,1,1,0,1,0,-1,1,1,1,2, 23001 , 2293.2 , 4
96,0,1,0,5,2,-1,1,3,1,1, 23000 , 2285.8 , 4
97,0,2,1,5,2,1000,1,2,2,2, 23282 , 2326.4 , 5
98,0,1,1,5,3,1000,1,3,3,2, 23000 , 2286.1 , 5
99,0,2,0,1,0,1000,1,3,3,2, 23001 , 2292.6 , 4
