configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 162441 , 16154.4 , 35
1,1,3,0,1,4,1000,1,1,3,2, 158296 , 15676.2 , 33
10,0,2,0,2,2,-1,1,2,3,1, 159768 , 15925.3 , 34
11,0,1,0,3,2,1000,1,1,3,2, 159251 , 15921.8 , 34
12,1,3,0,5,0,-1,1,2,2,1, 157376 , 15557.2 , 35
13,0,2,1,3,1,1000,1,2,3,1, 154918 , 15325.8 , 33
14,1,2,0,1,4,-1,1,1,2,3, 158449 , 15664.5 , 34
15,0,3,0,3,4,1000,2,2,1,2, 166822 , 16645.5 , 35
16,1,2,1,1,4,-1,2,2,1,1, 160314 , 15909.5 , 35
17,1,1,1,2,-1,1000,1,1,3,1, 159824 , 15883.0 , 35
18,1,1,1,4,4,-1,1,3,2,2, 159984 , 15766.7 , 35
19,1,3,1,2,1,-1,2,1,3,3, 161072 , 16021.7 , 35
2,1,2,1,3,-1,1000,1,1,3,3, 155704 , 15381.1 , 34
20,0,3,0,4,0,-1,1,2,1,2, 157555 , 15752.6 , 34
21,1,2,0,2,4,-1,2,3,3,3, 160565 , 15999.0 , 34
22,0,1,0,5,1,-1,1,2,1,3, 158198 , 15780.4 , 35
23,1,1,1,4,0,-1,1,2,3,3, 158453 , 15759.5 , 35
24,1,1,0,2,0,-1,1,1,2,3, 157900 , 15760.0 , 34
25,0,1,1,5,0,-1,1,3,2,3, 159712 , 15876.3 , 34
26,1,3,0,3,0,-1,2,1,2,3, 164695 , 16372.7 , 35
27,0,1,0,4,3,1000,1,3,2,3, 153163 , 15138.9 , 34
28,1,1,0,1,3,-1,2,3,3,2, 158720 , 15726.2 , 34
29,1,3,1,1,4,1000,2,1,2,3, 158766 , 15882.8 , 34
3,0,3,0,4,1,1000,1,3,2,2, 159398 , 15737.3 , 34
30,0,3,0,3,4,1000,2,3,1,1, 161715 , 16133.8 , 35
31,1,2,0,2,4,-1,2,3,3,1, 161740 , 16076.9 , 35
32,1,2,1,1,3,-1,2,2,2,3, 158032 , 15719.6 , 34
33,1,1,0,4,1,-1,2,3,1,2, 163085 , 16207.9 , 35
34,1,1,1,4,3,1000,2,2,2,2, 163902 , 16322.3 , 35
35,1,2,0,5,4,1000,2,1,1,3, 161605 , 16072.5 , 35
36,1,3,0,3,-1,-1,1,3,1,3, 153794 , 15287.7 , 33
37,0,2,1,4,-1,-1,2,2,3,2, 155746 , 15424.9 , 34
38,0,2,0,2,1,-1,2,3,1,3, 165127 , 16334.8 , 35
39,0,2,1,2,0,-1,1,3,3,3, 160997 , 15873.6 , 35
4,0,1,1,5,4,1000,1,1,1,2, 159061 , 15766.1 , 34
40,0,3,0,3,3,1000,1,1,1,1, 156277 , 15569.2 , 34
41,1,2,0,4,3,1000,1,1,3,2, 160290 , 15803.6 , 34
42,1,1,0,2,0,1000,1,3,3,3, 156506 , 15575.4 , 34
43,0,3,1,4,-1,-1,1,3,1,3, 152617 , 15045.5 , 33
44,0,3,0,3,0,1000,1,2,2,2, 157565 , 15640.7 , 34
45,0,2,1,5,1,1000,1,2,3,1, 157570 , 15697.2 , 34
46,1,1,0,5,2,-1,2,2,2,3, 158900 , 15697.1 , 34
47,0,2,0,5,4,-1,2,2,2,3, 158816 , 15757.2 , 34
48,0,3,0,1,3,-1,1,2,2,2, 158914 , 15771.9 , 34
49,1,1,1,3,-1,-1,2,1,2,1, 161418 , 16054.4 , 35
5,1,2,1,5,-1,1000,1,2,3,3, 159440 , 15768.7 , 35
50,1,3,1,5,3,-1,1,2,3,3, 157191 , 15649.0 , 34
51,1,3,0,4,0,1000,1,1,3,2, 159660 , 15767.3 , 34
52,1,1,0,1,4,1000,2,3,1,3, 158277 , 15820.8 , 34
53,0,1,0,4,3,-1,2,3,1,1, 163334 , 16190.1 , 35
54,0,1,0,2,-1,-1,2,3,3,1, 163756 , 16183.3 , 35
55,1,3,1,5,1,1000,1,1,3,3, 158787 , 15739.5 , 35
56,1,3,0,2,3,1000,1,1,1,2, 149318 , 14879.9 , 33
57,1,2,1,2,2,1000,2,1,1,3, 163992 , 16194.3 , 35
58,0,1,1,1,3,-1,1,1,2,2, 157725 , 15757.7 , 34
59,1,2,1,4,0,-1,2,2,1,3, 159641 , 15766.7 , 34
6,0,1,0,2,3,1000,2,2,1,1, 163984 , 16271.6 , 35
60,1,1,1,1,2,-1,1,3,1,2, 157147 , 15584.6 , 34
61,0,1,1,3,0,-1,1,2,1,3, 155400 , 15391.3 , 34
62,1,2,0,4,1,-1,1,1,2,3, 158487 , 15795.5 , 33
63,1,3,0,4,1,-1,1,1,3,3, 159966 , 15978.6 , 34
64,1,3,0,5,3,-1,2,1,3,1, 162744 , 16167.7 , 35
65,0,1,1,2,3,1000,1,2,2,1, 158508 , 15766.6 , 35
66,0,3,1,2,0,1000,1,1,3,3, 154658 , 15463.8 , 34
67,0,3,0,4,3,1000,1,2,1,2, 159191 , 15751.1 , 34
68,1,3,1,3,4,-1,2,2,2,3, 157899 , 15746.5 , 35
69,0,1,1,4,2,1000,2,3,3,2, 159801 , 15874.1 , 34
7,1,2,1,4,3,1000,2,1,1,3, 161353 , 16111.6 , 35
70,1,1,1,3,0,-1,1,1,3,1, 159479 , 15889.3 , 34
71,1,2,1,3,1,-1,1,2,1,1, 155365 , 15423.8 , 34
72,1,2,1,2,-1,1000,1,2,2,2, 158372 , 15616.2 , 35
73,0,1,1,3,3,1000,2,3,1,3, 163584 , 16335.5 , 35
74,1,1,0,5,1,-1,2,1,2,3, 164584 , 16267.9 , 35
75,1,3,0,2,4,-1,2,2,2,1, 162441 , 16115.6 , 35
76,0,1,1,2,4,-1,2,2,3,3, 163815 , 16254.0 , 35
77,0,3,0,2,0,-1,1,2,3,3, 158141 , 15866.0 , 34
78,1,3,1,3,3,-1,2,3,1,3, 158907 , 15805.0 , 35
79,0,2,1,1,1,-1,1,2,3,3, 154953 , 15489.8 , 34
8,1,1,0,5,0,1000,1,2,2,3, 158489 , 15758.5 , 34
80,1,1,1,2,0,1000,2,1,2,2, 166142 , 16533.4 , 36
