configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3359516,0.254
1,tiff,1,1,0,1,3359516,0.184
10,png,1,0,1,1,3359520,0.179
11,png,1,0,0,1,3359511,0.156
12,png,0,1,0,0,8731865,9.745
13,png,0,0,0,0,8731869,9.717
14,png,0,0,0,1,6776274,1.356
15,png,0,1,1,0,8731865,9.734
2,tiff,1,0,1,1,3359520,0.181
3,tiff,1,0,0,1,3359520,0.158
4,tiff,0,1,0,0,9860880,1.403
5,tiff,0,0,0,0,9860877,1.433
6,tiff,0,0,0,1,7576217,0.327
7,tiff,0,1,1,0,9860875,1.405
8,png,1,1,1,1,3359522,0.181
9,png,1,1,0,1,3359523,0.155
