configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4520420,10.03
1,tiff,1,1,0,1,4521275,9.938
10,png,1,0,1,1,6208247,18.375
11,png,1,0,0,1,6208793,18.259
12,png,0,1,0,0,7097221,19.432
13,png,0,0,0,0,7097065,19.498
14,png,0,0,0,1,7097210,19.414
15,png,0,1,1,0,7096853,19.283
2,tiff,1,0,1,1,4521369,10.107
3,tiff,1,0,0,1,4521125,9.997
4,tiff,0,1,0,0,5970063,10.062
5,tiff,0,0,0,0,5969974,10.088
6,tiff,0,0,0,1,5970146,10.108
7,tiff,0,1,1,0,5969948,10.075
8,png,1,1,1,1,6208861,18.375
9,png,1,1,0,1,6208615,18.298
