configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1491243,0.401
1,tiff,1,1,0,1,1491247,0.282
10,png,1,0,1,1,1249393,4.167
11,png,1,0,0,1,1249397,4.106
12,png,0,1,0,0,1781080,4.573
13,png,0,0,0,0,1781088,4.646
14,png,0,0,0,1,1781086,4.567
15,png,0,1,1,0,1781088,4.606
2,tiff,1,0,1,1,1491241,0.344
3,tiff,1,0,0,1,1491244,0.314
4,tiff,0,1,0,0,1992051,0.307
5,tiff,0,0,0,0,1992089,0.306
6,tiff,0,0,0,1,1992114,0.307
7,tiff,0,1,1,0,1992103,0.341
8,png,1,1,1,1,1249395,4.137
9,png,1,1,0,1,1249391,4.22
