configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4260747,0.786
1,tiff,1,1,0,1,4260759,0.717
10,png,1,0,1,1,4684381,3.666
11,png,1,0,0,1,4684394,3.681
12,png,0,1,0,0,13958709,6.599
13,png,0,0,0,0,13958702,6.584
14,png,0,0,0,1,13958707,6.561
15,png,0,1,1,0,13958705,6.597
2,tiff,1,0,1,1,4260754,0.67
3,tiff,1,0,0,1,4260469,0.652
4,tiff,0,1,0,0,16236892,0.917
5,tiff,0,0,0,0,16236620,0.918
6,tiff,0,0,0,1,16236904,0.942
7,tiff,0,1,1,0,16236871,0.971
8,png,1,1,1,1,4684384,3.707
9,png,1,1,0,1,4684381,3.701
