configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1236506,1.301
1,tiff,1,1,0,1,1236509,1.295
10,png,1,0,1,1,1002137,3.199
11,png,1,0,0,1,1002125,3.207
12,png,0,1,0,0,1002122,3.207
13,png,0,0,0,0,1002138,3.245
14,png,0,0,0,1,1002129,3.211
15,png,0,1,1,0,1002129,3.263
2,tiff,1,0,1,1,1236517,1.307
3,tiff,1,0,0,1,1236516,1.305
4,tiff,0,1,0,0,1236514,1.279
5,tiff,0,0,0,0,1236516,1.332
6,tiff,0,0,0,1,1236414,1.278
7,tiff,0,1,1,0,1236461,1.332
8,png,1,1,1,1,1002130,3.244
9,png,1,1,0,1,1002137,3.243
