configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3078063,0.585
1,tiff,1,1,0,1,3078068,0.488
10,png,1,0,1,1,2352668,4.161
11,png,1,0,0,1,2352686,4.114
12,png,0,1,0,0,2925713,5.641
13,png,0,0,0,0,2925710,5.594
14,png,0,0,0,1,2925723,5.627
15,png,0,1,1,0,2925741,5.584
2,tiff,1,0,1,1,3078074,0.454
3,tiff,1,0,0,1,3078064,0.483
4,tiff,0,1,0,0,3932960,0.523
5,tiff,0,0,0,0,3932970,0.513
6,tiff,0,0,0,1,3932804,0.47
7,tiff,0,1,1,0,3932976,0.493
8,png,1,1,1,1,2352677,4.137
9,png,1,1,0,1,2352669,4.123
