configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1150839,1.942
1,tiff,1,1,0,1,1150879,1.822
10,png,1,0,1,1,605243,4.216
11,png,1,0,0,1,605221,4.212
12,png,0,1,0,0,1520450,5.843
13,png,0,0,0,0,1520471,5.777
14,png,0,0,0,1,1520471,5.754
15,png,0,1,1,0,1520459,5.724
2,tiff,1,0,1,1,1150858,1.831
3,tiff,1,0,0,1,1150906,1.854
4,tiff,0,1,0,0,2560002,1.914
5,tiff,0,0,0,0,2559998,1.853
6,tiff,0,0,0,1,2560000,1.858
7,tiff,0,1,1,0,2560024,1.922
8,png,1,1,1,1,605217,4.263
9,png,1,1,0,1,605263,4.261
