configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1622970,0.928
1,tiff,1,1,0,1,1623026,0.676
10,png,1,0,1,1,1136799,3.076
11,png,1,0,0,1,1136820,3.157
12,png,0,1,0,0,2024044,3.628
13,png,0,0,0,0,2024048,3.626
14,png,0,0,0,1,2024066,3.642
15,png,0,1,1,0,2024055,3.65
2,tiff,1,0,1,1,1622981,0.724
3,tiff,1,0,0,1,1622961,0.676
4,tiff,0,1,0,0,2648321,0.714
5,tiff,0,0,0,0,2648329,0.697
6,tiff,0,0,0,1,2648339,0.717
7,tiff,0,1,1,0,2648337,0.721
8,png,1,1,1,1,1136827,3.125
9,png,1,1,0,1,1136813,3.106
