configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2980021,0.991
1,tiff,1,1,0,1,2980026,0.878
10,png,1,0,1,1,3141601,5.671
11,png,1,0,0,1,3141586,5.582
12,png,0,1,0,0,3141585,5.543
13,png,0,0,0,0,3141601,5.587
14,png,0,0,0,1,3141599,5.544
15,png,0,1,1,0,3141582,5.567
2,tiff,1,0,1,1,2980053,0.953
3,tiff,1,0,0,1,2980055,0.902
4,tiff,0,1,0,0,2980034,0.877
5,tiff,0,0,0,0,2980056,0.898
6,tiff,0,0,0,1,2980014,0.907
7,tiff,0,1,1,0,2980045,0.897
8,png,1,1,1,1,3141583,5.577
9,png,1,1,0,1,3141575,5.642
