configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1903671,1.321
1,tiff,1,1,0,1,1906268,1.23
10,png,1,0,1,1,1673346,3.677
11,png,1,0,0,1,1673334,3.666
12,png,0,1,0,0,5388516,18.045
13,png,0,0,0,0,5388552,17.888
14,png,0,0,0,1,5388556,21.707
15,png,0,1,1,0,5388526,17.851
2,tiff,1,0,1,1,1906162,1.169
3,tiff,1,0,0,1,1906154,1.15
4,tiff,0,1,0,0,6862254,2.747
5,tiff,0,0,0,0,6862160,2.777
6,tiff,0,0,0,1,6862125,2.858
7,tiff,0,1,1,0,6862176,2.758
8,png,1,1,1,1,1673494,3.678
9,png,1,1,0,1,1673480,3.695
