configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1719648,6.128
1,tiff,1,1,0,1,1719125,6.11
10,png,1,0,1,1,1929632,9.171
11,png,1,0,0,1,1934118,9.278
12,png,0,1,0,0,1920572,9.276
13,png,0,0,0,0,1924904,9.221
14,png,0,0,0,1,1931661,9.272
15,png,0,1,1,0,1923993,9.379
2,tiff,1,0,1,1,1720096,5.985
3,tiff,1,0,0,1,1721114,6.004
4,tiff,0,1,0,0,1713577,6.029
5,tiff,0,0,0,0,1713319,6.078
6,tiff,0,0,0,1,1720915,6.043
7,tiff,0,1,1,0,1713051,6.092
8,png,1,1,1,1,1932009,9.155
9,png,1,1,0,1,1929917,9.22
