configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1807163,0.783
1,tiff,1,1,0,1,1807248,0.669
10,png,1,0,1,1,1960683,3.265
11,png,1,0,0,1,1960686,3.321
12,png,0,1,0,0,6827109,9.213
13,png,0,0,0,0,6827121,9.212
14,png,0,0,0,1,6827108,9.121
15,png,0,1,1,0,6827119,9.236
2,tiff,1,0,1,1,1807162,0.62
3,tiff,1,0,0,1,1807240,0.633
4,tiff,0,1,0,0,8625463,0.805
5,tiff,0,0,0,0,8625569,0.75
6,tiff,0,0,0,1,8625478,0.762
7,tiff,0,1,1,0,8625571,0.79
8,png,1,1,1,1,1960711,3.294
9,png,1,1,0,1,1960663,3.282
