configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,150012962,0.165
1,tiff,1,1,0,1,150012962,0.126
10,png,1,0,1,1,150012962,0.121
11,png,1,0,0,1,150012962,0.122
12,png,0,1,0,0,150012962,0.124
13,png,0,0,0,0,150012962,0.101
14,png,0,0,0,1,150012962,0.101
15,png,0,1,1,0,150012962,0.123
2,tiff,1,0,1,1,150012962,0.121
3,tiff,1,0,0,1,150012962,0.123
4,tiff,0,1,0,0,150012962,0.101
5,tiff,0,0,0,0,150012962,0.121
6,tiff,0,0,0,1,150012962,0.121
7,tiff,0,1,1,0,150012962,0.121
8,png,1,1,1,1,150012962,0.122
9,png,1,1,0,1,150012962,0.107
