configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2618467,0.423
1,tiff,1,1,0,1,2618469,0.416
10,png,1,0,1,1,2618469,0.407
11,png,1,0,0,1,2618469,0.384
12,png,0,1,0,0,13549575,23.374
13,png,0,0,0,0,13549577,23.387
14,png,0,0,0,1,13549579,23.352
15,png,0,1,1,0,13549578,23.401
2,tiff,1,0,1,1,2618469,0.382
3,tiff,1,0,0,1,2618467,0.432
4,tiff,0,1,0,0,21664351,0.858
5,tiff,0,0,0,0,21664380,0.854
6,tiff,0,0,0,1,21664380,0.873
7,tiff,0,1,1,0,21664380,0.851
8,png,1,1,1,1,2618470,0.403
9,png,1,1,0,1,2618470,0.422
