configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4096395,0.816
1,tiff,1,1,0,1,4096141,0.676
10,png,1,0,1,1,3637922,1.406
11,png,1,0,0,1,3637192,1.43
12,png,0,1,0,0,22369495,14.554
13,png,0,0,0,0,22369731,14.174
14,png,0,0,0,1,22369380,14.174
15,png,0,1,1,0,22369738,14.153
2,tiff,1,0,1,1,4096550,0.671
3,tiff,1,0,0,1,4096608,0.65
4,tiff,0,1,0,0,28670367,3.369
5,tiff,0,0,0,0,28670602,3.43
6,tiff,0,0,0,1,28670323,3.373
7,tiff,0,1,1,0,28670654,3.407
8,png,1,1,1,1,3637680,1.377
9,png,1,1,0,1,3637305,1.369
