configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1191218,0.759
1,tiff,1,1,0,1,1191937,0.627
10,png,1,0,1,1,1127299,2.395
11,png,1,0,0,1,1127399,2.473
12,png,0,1,0,0,1184853,2.5
13,png,0,0,0,0,1184854,2.498
14,png,0,0,0,1,1184795,2.477
15,png,0,1,1,0,1184795,2.5
2,tiff,1,0,1,1,1190854,0.622
3,tiff,1,0,0,1,1191856,0.624
4,tiff,0,1,0,0,1259457,0.653
5,tiff,0,0,0,0,1258781,0.626
6,tiff,0,0,0,1,1258543,0.623
7,tiff,0,1,1,0,1258789,0.626
8,png,1,1,1,1,1127440,2.402
9,png,1,1,0,1,1127328,2.43
