configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,578059,0.246
1,tiff,1,1,0,1,578059,0.205
10,png,1,0,1,1,525041,0.764
11,png,1,0,0,1,525044,0.763
12,png,0,1,0,0,839455,1.327
13,png,0,0,0,0,839448,1.327
14,png,0,0,0,1,839455,1.316
15,png,0,1,1,0,839453,1.308
2,tiff,1,0,1,1,578066,0.179
3,tiff,1,0,0,1,578066,0.182
4,tiff,0,1,0,0,1029916,0.191
5,tiff,0,0,0,0,1029917,0.216
6,tiff,0,0,0,1,1029918,0.218
7,tiff,0,1,1,0,1029918,0.194
8,png,1,1,1,1,525044,0.779
9,png,1,1,0,1,525043,0.766
