configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,895436,0.13
1,tiff,1,1,0,1,895436,0.061
10,png,1,0,1,1,895439,0.062
11,png,1,0,0,1,895439,0.055
12,png,0,1,0,0,3771003,2.096
13,png,0,0,0,0,3771004,2.07
14,png,0,0,0,1,3771003,2.074
15,png,0,1,1,0,3771001,2.067
2,tiff,1,0,1,1,895437,0.06
3,tiff,1,0,0,1,895437,0.066
4,tiff,0,1,0,0,3783149,0.194
5,tiff,0,0,0,0,3783169,0.176
6,tiff,0,0,0,1,3783179,0.196
7,tiff,0,1,1,0,3783230,0.178
8,png,1,1,1,1,895437,0.056
9,png,1,1,0,1,895437,0.057
