configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,9084245,0.598
1,tiff,1,1,0,1,9084237,0.443
10,png,1,0,1,1,9099262,0.554
11,png,1,0,0,1,9099252,0.541
12,png,0,1,0,0,11452214,7.432
13,png,0,0,0,0,11452211,7.403
14,png,0,0,0,1,11452212,7.415
15,png,0,1,1,0,11452215,7.461
2,tiff,1,0,1,1,9084239,0.411
3,tiff,1,0,0,1,9084248,0.405
4,tiff,0,1,0,0,13114859,0.932
5,tiff,0,0,0,0,13114885,0.948
6,tiff,0,0,0,1,13114705,0.951
7,tiff,0,1,1,0,13114872,0.942
8,png,1,1,1,1,9099262,0.57
9,png,1,1,0,1,9099267,0.646
