configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,542137,2.187
1,tiff,1,1,0,1,542131,2.067
10,png,1,0,1,1,2903787,3.564
11,png,1,0,0,1,2903789,3.611
12,png,0,1,0,0,542136,2.106
13,png,0,0,0,0,2903786,3.535
14,png,0,0,0,1,2903781,3.584
15,png,0,1,1,0,542134,2.123
2,tiff,1,0,1,1,6097000,2.168
3,tiff,1,0,0,1,6097008,2.138
4,tiff,0,1,0,0,542136,2.136
5,tiff,0,0,0,0,6096998,2.131
6,tiff,0,0,0,1,6097008,2.182
7,tiff,0,1,1,0,542137,2.07
8,png,1,1,1,1,542133,2.066
9,png,1,1,0,1,542137,2.067
