configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1070483,1.028
1,tiff,1,1,0,1,1070436,0.887
10,png,1,0,1,1,1045412,3.117
11,png,1,0,0,1,1045419,3.088
12,png,0,1,0,0,1118948,3.134
13,png,0,0,0,0,1118940,3.178
14,png,0,0,0,1,1118953,3.162
15,png,0,1,1,0,1118931,3.168
2,tiff,1,0,1,1,1066991,0.921
3,tiff,1,0,0,1,1067014,0.889
4,tiff,0,1,0,0,1162272,0.89
5,tiff,0,0,0,0,1162308,0.943
6,tiff,0,0,0,1,1162285,0.924
7,tiff,0,1,1,0,1162315,0.929
8,png,1,1,1,1,1045424,3.128
9,png,1,1,0,1,1045433,3.131
