configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2213191,4.189
1,tiff,1,1,0,1,2214234,4.235
10,png,1,0,1,1,1753263,8.284
11,png,1,0,0,1,1753402,8.252
12,png,0,1,0,0,1894247,8.293
13,png,0,0,0,0,1894533,8.359
14,png,0,0,0,1,1894243,8.316
15,png,0,1,1,0,1894590,8.288
2,tiff,1,0,1,1,2213202,4.229
3,tiff,1,0,0,1,2213250,4.276
4,tiff,0,1,0,0,2400873,4.304
5,tiff,0,0,0,0,2400832,4.216
6,tiff,0,0,0,1,2400454,4.273
7,tiff,0,1,1,0,2400820,4.209
8,png,1,1,1,1,1753340,8.249
9,png,1,1,0,1,1753497,8.211
