configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2163150,0.597
1,tiff,1,1,0,1,2163176,0.51
10,png,1,0,1,1,2119953,2.031
11,png,1,0,0,1,2120048,2.096
12,png,0,1,0,0,9177814,11.529
13,png,0,0,0,0,9177812,11.495
14,png,0,0,0,1,9177832,11.619
15,png,0,1,1,0,9177814,11.572
2,tiff,1,0,1,1,2163172,0.486
3,tiff,1,0,0,1,2163223,0.517
4,tiff,0,1,0,0,11325906,1.014
5,tiff,0,0,0,0,11326218,1.021
6,tiff,0,0,0,1,11326263,1.027
7,tiff,0,1,1,0,11325881,1.013
8,png,1,1,1,1,2120040,2.029
9,png,1,1,0,1,2119966,2.075
