configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,493102,0.295
1,tiff,1,1,0,1,493106,0.176
10,png,1,0,1,1,486963,0.241
11,png,1,0,0,1,486963,0.205
12,png,0,1,0,0,2451192,2.122
13,png,0,0,0,0,2451185,2.124
14,png,0,0,0,1,2451192,2.13
15,png,0,1,1,0,2451189,2.138
2,tiff,1,0,1,1,493100,0.152
3,tiff,1,0,0,1,493100,0.149
4,tiff,0,1,0,0,2851502,0.383
5,tiff,0,0,0,0,2851509,0.351
6,tiff,0,0,0,1,2851503,0.376
7,tiff,0,1,1,0,2851521,0.354
8,png,1,1,1,1,486966,0.237
9,png,1,1,0,1,486966,0.241
