configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,125747,0.198
1,tiff,1,1,0,1,125747,0.147
10,png,1,0,1,1,124996,0.241
11,png,1,0,0,1,124989,0.242
12,png,0,1,0,0,892252,1.388
13,png,0,0,0,0,892253,1.389
14,png,0,0,0,1,892255,1.373
15,png,0,1,1,0,892255,1.376
2,tiff,1,0,1,1,125752,0.145
3,tiff,1,0,0,1,125752,0.146
4,tiff,0,1,0,0,1485219,0.213
5,tiff,0,0,0,0,1485236,0.184
6,tiff,0,0,0,1,1485236,0.187
7,tiff,0,1,1,0,1485234,0.182
8,png,1,1,1,1,124991,0.208
9,png,1,1,0,1,124991,0.205
