configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,976258,0.213
1,tiff,1,1,0,1,976251,0.121
10,png,1,0,1,1,1004304,0.948
11,png,1,0,0,1,1004308,0.951
12,png,0,1,0,0,1004308,0.946
13,png,0,0,0,0,1004293,0.914
14,png,0,0,0,1,1004293,0.919
15,png,0,1,1,0,1004286,0.92
2,tiff,1,0,1,1,976258,0.139
3,tiff,1,0,0,1,976260,0.138
4,tiff,0,1,0,0,976260,0.122
5,tiff,0,0,0,0,976260,0.122
6,tiff,0,0,0,1,976241,0.121
7,tiff,0,1,1,0,976241,0.137
8,png,1,1,1,1,1004279,0.919
9,png,1,1,0,1,1004272,0.923
