configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2946176,3.365
1,tiff,1,1,0,1,2946145,3.278
10,png,1,0,1,1,895009,10.403
11,png,1,0,0,1,894982,10.415
12,png,0,1,0,0,894994,10.371
13,png,0,0,0,0,895004,10.406
14,png,0,0,0,1,894995,10.562
15,png,0,1,1,0,895040,10.447
2,tiff,1,0,1,1,2946164,3.286
3,tiff,1,0,0,1,2946136,3.29
4,tiff,0,1,0,0,2945288,3.263
5,tiff,0,0,0,0,2946157,3.299
6,tiff,0,0,0,1,2945298,3.284
7,tiff,0,1,1,0,2945265,3.317
8,png,1,1,1,1,894974,10.421
9,png,1,1,0,1,894983,10.483
