configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15940617,1.866
1,tiff,1,1,0,1,15940601,1.555
10,png,1,0,1,1,12186779,27.804
11,png,1,0,0,1,12186756,27.891
12,png,0,1,0,0,12702328,28.906
13,png,0,0,0,0,12702333,28.758
14,png,0,0,0,1,12702326,28.912
15,png,0,1,1,0,12702336,28.903
2,tiff,1,0,1,1,15940615,1.536
3,tiff,1,0,0,1,15940618,1.538
4,tiff,0,1,0,0,16623649,1.57
5,tiff,0,0,0,0,16623721,1.675
6,tiff,0,0,0,1,16623649,1.811
7,tiff,0,1,1,0,16623705,1.618
8,png,1,1,1,1,12186766,27.949
9,png,1,1,0,1,12186771,27.881
