configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,61151991,2.379
1,tiff,1,1,0,1,61151987,2.057
10,png,1,0,1,1,61151994,2.033
11,png,1,0,0,1,61151993,2.042
12,png,0,1,0,0,78076063,45.345
13,png,0,0,0,0,78076065,45.311
14,png,0,0,0,1,78076066,45.485
15,png,0,1,1,0,78076074,45.287
2,tiff,1,0,1,1,61151989,2.063
3,tiff,1,0,0,1,61151994,2.024
4,tiff,0,1,0,0,140122553,6.258
5,tiff,0,0,0,0,140122471,6.23
6,tiff,0,0,0,1,140122547,6.22
7,tiff,0,1,1,0,140122433,6.214
8,png,1,1,1,1,61151983,2.05
9,png,1,1,0,1,61151971,2.054
