configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,17254688,3.682
1,tiff,1,1,0,1,17254549,3.366
10,png,1,0,1,1,17409798,6.695
11,png,1,0,0,1,17409716,6.845
12,png,0,1,0,0,77023526,74.604
13,png,0,0,0,0,77023588,74.615
14,png,0,0,0,1,77028146,75.043
15,png,0,1,1,0,77023778,74.429
2,tiff,1,0,1,1,17254674,3.481
3,tiff,1,0,0,1,17254297,3.299
4,tiff,0,1,0,0,104328178,5.774
5,tiff,0,0,0,0,104325214,5.981
6,tiff,0,0,0,1,104326559,5.872
7,tiff,0,1,1,0,104324928,5.901
8,png,1,1,1,1,17409414,6.675
9,png,1,1,0,1,17409429,6.674
