configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1036385,0.314
1,tiff,1,1,0,1,1036385,0.164
10,png,1,0,1,1,1023772,0.494
11,png,1,0,0,1,1023758,0.528
12,png,0,1,0,0,2397487,5.521
13,png,0,0,0,0,2397590,5.508
14,png,0,0,0,1,2327420,5.112
15,png,0,1,1,0,2397450,5.477
2,tiff,1,0,1,1,1036395,0.186
3,tiff,1,0,0,1,1036608,0.196
4,tiff,0,1,0,0,3144387,0.515
5,tiff,0,0,0,0,3144326,0.514
6,tiff,0,0,0,1,3055379,0.467
7,tiff,0,1,1,0,3144330,0.512
8,png,1,1,1,1,1023723,0.516
9,png,1,1,0,1,1023753,0.491
