configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1370110,1.381
1,tiff,1,1,0,1,1370100,1.307
10,png,1,0,1,1,1304675,3.763
11,png,1,0,0,1,1304675,3.689
12,png,0,1,0,0,1304673,3.71
13,png,0,0,0,0,1304672,3.708
14,png,0,0,0,1,1304676,3.737
15,png,0,1,1,0,1304675,3.712
2,tiff,1,0,1,1,1370111,1.333
3,tiff,1,0,0,1,1370104,1.343
4,tiff,0,1,0,0,1370106,1.276
5,tiff,0,0,0,0,1370101,1.332
6,tiff,0,0,0,1,1370104,1.301
7,tiff,0,1,1,0,1370102,1.297
8,png,1,1,1,1,1304676,3.781
9,png,1,1,0,1,1304679,3.706
