configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1652650,0.338
1,tiff,1,1,0,1,1652619,0.163
10,png,1,0,1,1,1652619,0.163
11,png,1,0,0,1,1652619,0.159
12,png,0,1,0,0,2938171,5.547
13,png,0,0,0,0,2938174,5.374
14,png,0,0,0,1,1652610,0.163
15,png,0,1,1,0,2938165,5.364
2,tiff,1,0,1,1,1652650,0.141
3,tiff,1,0,0,1,1652650,0.139
4,tiff,0,1,0,0,3091864,0.893
5,tiff,0,0,0,0,3091853,0.853
6,tiff,0,0,0,1,1652650,0.221
7,tiff,0,1,1,0,3091873,0.885
8,png,1,1,1,1,1652607,0.135
9,png,1,1,0,1,1652607,0.141
