configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,19970674,2.782
1,tiff,1,1,0,1,19970663,2.416
10,png,1,0,1,1,15421569,29.168
11,png,1,0,0,1,15421559,29.102
12,png,0,1,0,0,15421611,29.222
13,png,0,0,0,0,15421549,29.106
14,png,0,0,0,1,15421572,29.098
15,png,0,1,1,0,15421561,29.187
2,tiff,1,0,1,1,19970599,2.384
3,tiff,1,0,0,1,19970630,2.338
4,tiff,0,1,0,0,19970647,2.393
5,tiff,0,0,0,0,19970665,2.367
6,tiff,0,0,0,1,19970648,2.343
7,tiff,0,1,1,0,19970657,2.423
8,png,1,1,1,1,15421578,29.079
9,png,1,1,0,1,15421580,29.133
