configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,896834,0.827
1,tiff,1,1,0,1,896115,0.683
10,png,1,0,1,1,617739,1.955
11,png,1,0,0,1,617679,1.99
12,png,0,1,0,0,1195457,2.697
13,png,0,0,0,0,1195510,2.823
14,png,0,0,0,1,1195457,2.758
15,png,0,1,1,0,1195433,2.695
2,tiff,1,0,1,1,896113,0.69
3,tiff,1,0,0,1,896702,0.734
4,tiff,0,1,0,0,1714506,0.704
5,tiff,0,0,0,0,1714172,0.701
6,tiff,0,0,0,1,1714135,0.705
7,tiff,0,1,1,0,1714325,0.767
8,png,1,1,1,1,617594,1.991
9,png,1,1,0,1,617613,2.003
