configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2657783,0.545
1,tiff,1,1,0,1,2657778,0.431
10,png,1,0,1,1,1967426,2.412
11,png,1,0,0,1,1967421,2.439
12,png,0,1,0,0,1967425,2.442
13,png,0,0,0,0,1967425,2.429
14,png,0,0,0,1,1967423,2.431
15,png,0,1,1,0,1967427,2.419
2,tiff,1,0,1,1,2657768,0.451
3,tiff,1,0,0,1,2657768,0.476
4,tiff,0,1,0,0,2657767,0.433
5,tiff,0,0,0,0,2657776,0.477
6,tiff,0,0,0,1,2657773,0.455
7,tiff,0,1,1,0,2657780,0.433
8,png,1,1,1,1,1967427,2.481
9,png,1,1,0,1,1967419,2.448
