configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255374,8.552
1,tiff,1,1,0,1,15254968,8.286
10,png,1,0,1,1,15095119,24.952
11,png,1,0,0,1,15095101,24.738
12,png,0,1,0,0,14807378,31.554
13,png,0,0,0,0,14807390,31.565
14,png,0,0,0,1,14807375,31.572
15,png,0,1,1,0,14807398,31.583
2,tiff,1,0,1,1,15255249,8.289
3,tiff,1,0,0,1,15255255,8.332
4,tiff,0,1,0,0,14377407,8.826
5,tiff,0,0,0,0,14376963,8.777
6,tiff,0,0,0,1,14377463,8.831
7,tiff,0,1,1,0,14377063,8.993
8,png,1,1,1,1,15095096,24.893
9,png,1,1,0,1,15095088,24.953
