configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1164672,0.28
1,tiff,1,1,0,1,1164703,0.193
10,png,1,0,1,1,1020783,0.771
11,png,1,0,0,1,1020787,0.763
12,png,0,1,0,0,3496777,4.736
13,png,0,0,0,0,3496777,4.77
14,png,0,0,0,1,3496780,4.715
15,png,0,1,1,0,3496781,4.783
2,tiff,1,0,1,1,1164698,0.187
3,tiff,1,0,0,1,1164698,0.169
4,tiff,0,1,0,0,4901275,0.397
5,tiff,0,0,0,0,4901312,0.42
6,tiff,0,0,0,1,4901296,0.42
7,tiff,0,1,1,0,4901304,0.391
8,png,1,1,1,1,1020771,0.756
9,png,1,1,0,1,1020786,0.731
