configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1159160,0.107
1,tiff,1,1,0,1,1159160,0.063
10,png,1,0,1,1,1159160,0.064
11,png,1,0,0,1,1159160,0.062
12,png,0,1,0,0,4703029,4.72
13,png,0,0,0,0,4703039,4.677
14,png,0,0,0,1,4703039,4.697
15,png,0,1,1,0,4703039,4.736
2,tiff,1,0,1,1,1159163,0.058
3,tiff,1,0,0,1,1159166,0.058
4,tiff,0,1,0,0,4601241,0.239
5,tiff,0,0,0,0,4601228,0.236
6,tiff,0,0,0,1,4601229,0.253
7,tiff,0,1,1,0,4601223,0.24
8,png,1,1,1,1,1159164,0.065
9,png,1,1,0,1,1159164,0.065
