configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,8401404,0.979
1,tiff,1,1,0,1,8400998,0.903
10,png,1,0,1,1,8282463,4.417
11,png,1,0,0,1,8282471,4.459
12,png,0,1,0,0,15127633,32.451
13,png,0,0,0,0,15127642,32.333
14,png,0,0,0,1,15127628,32.314
15,png,0,1,1,0,15127622,32.282
2,tiff,1,0,1,1,8401001,0.947
3,tiff,1,0,0,1,8401378,0.912
4,tiff,0,1,0,0,13935912,1.405
5,tiff,0,0,0,0,13935590,1.508
6,tiff,0,0,0,1,13935449,1.417
7,tiff,0,1,1,0,13935594,1.407
8,png,1,1,1,1,8282473,4.452
9,png,1,1,0,1,8282471,4.449
