configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1448822,0.63
1,tiff,1,1,0,1,1448820,0.662
10,png,1,0,1,1,1660797,2.721
11,png,1,0,0,1,1660799,2.689
12,png,0,1,0,0,1660800,2.716
13,png,0,0,0,0,1660801,2.726
14,png,0,0,0,1,1660803,2.722
15,png,0,1,1,0,1660804,2.687
2,tiff,1,0,1,1,1448820,0.631
3,tiff,1,0,0,1,1448813,0.696
4,tiff,0,1,0,0,1448796,0.633
5,tiff,0,0,0,0,1448821,0.634
6,tiff,0,0,0,1,1448818,0.625
7,tiff,0,1,1,0,1448819,0.633
8,png,1,1,1,1,1660799,2.705
9,png,1,1,0,1,1660803,2.713
