configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,240147,0.171
1,tiff,1,1,0,1,240147,0.072
10,png,1,0,1,1,240147,0.064
11,png,1,0,0,1,240147,0.062
12,png,0,1,0,0,1475724,1.263
13,png,0,0,0,0,1475726,1.241
14,png,0,0,0,1,1475725,1.245
15,png,0,1,1,0,1475727,1.242
2,tiff,1,0,1,1,240151,0.071
3,tiff,1,0,0,1,240151,0.068
4,tiff,0,1,0,0,1911220,0.124
5,tiff,0,0,0,0,1911224,0.117
6,tiff,0,0,0,1,1911224,0.114
7,tiff,0,1,1,0,1911224,0.124
8,png,1,1,1,1,240151,0.069
9,png,1,1,0,1,240151,0.071
