configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1211022,0.175
1,tiff,1,1,0,1,1211022,0.117
10,png,1,0,1,1,1211051,0.116
11,png,1,0,0,1,1211051,0.115
12,png,0,1,0,0,1981924,4.512
13,png,0,0,0,0,1981930,4.481
14,png,0,0,0,1,1211050,0.112
15,png,0,1,1,0,1981929,4.487
2,tiff,1,0,1,1,1211053,0.115
3,tiff,1,0,0,1,1211006,0.102
4,tiff,0,1,0,0,2142744,0.848
5,tiff,0,0,0,0,2142826,0.873
6,tiff,0,0,0,1,1211014,0.098
7,tiff,0,1,1,0,2142755,0.883
8,png,1,1,1,1,1211040,0.1
9,png,1,1,0,1,1211040,0.111
