configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,13894946,5.076
1,tiff,1,1,0,1,13894945,4.669
10,png,1,0,1,1,12665470,17.557
11,png,1,0,0,1,12665434,17.723
12,png,0,1,0,0,35583757,160.921
13,png,0,0,0,0,35583671,161.213
14,png,0,0,0,1,35583705,160.722
15,png,0,1,1,0,35583679,160.969
2,tiff,1,0,1,1,13895011,4.609
3,tiff,1,0,0,1,13895022,4.61
4,tiff,0,1,0,0,44919118,6.154
5,tiff,0,0,0,0,44914822,6.142
6,tiff,0,0,0,1,44913935,6.156
7,tiff,0,1,1,0,44914326,6.164
8,png,1,1,1,1,12665419,17.501
9,png,1,1,0,1,12665458,17.566
