configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,652271,0.216
1,tiff,1,1,0,1,652271,0.155
10,png,1,0,1,1,713687,0.592
11,png,1,0,0,1,713753,0.566
12,png,0,1,0,0,2851476,3.098
13,png,0,0,0,0,2851480,3.086
14,png,0,0,0,1,2851501,3.077
15,png,0,1,1,0,2851474,3.114
2,tiff,1,0,1,1,652265,0.15
3,tiff,1,0,0,1,652265,0.156
4,tiff,0,1,0,0,3536760,0.282
5,tiff,0,0,0,0,3536808,0.262
6,tiff,0,0,0,1,3536839,0.285
7,tiff,0,1,1,0,3536762,0.282
8,png,1,1,1,1,713679,0.605
9,png,1,1,0,1,713730,0.57
