configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1368072,0.34
1,tiff,1,1,0,1,1368071,0.346
10,png,1,0,1,1,1389220,1.472
11,png,1,0,0,1,1389204,1.498
12,png,0,1,0,0,5435329,6.478
13,png,0,0,0,0,5435324,6.442
14,png,0,0,0,1,5435323,6.48
15,png,0,1,1,0,5435328,6.446
2,tiff,1,0,1,1,1368075,0.302
3,tiff,1,0,0,1,1368061,0.348
4,tiff,0,1,0,0,6862746,0.537
5,tiff,0,0,0,0,6862686,0.511
6,tiff,0,0,0,1,6863077,0.514
7,tiff,0,1,1,0,6862745,0.549
8,png,1,1,1,1,1389204,1.463
9,png,1,1,0,1,1389226,1.472
