configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1150921,1.97
1,tiff,1,1,0,1,1150828,1.859
10,png,1,0,1,1,605249,4.217
11,png,1,0,0,1,605233,4.328
12,png,0,1,0,0,1520481,5.708
13,png,0,0,0,0,1520499,5.767
14,png,0,0,0,1,1520461,5.734
15,png,0,1,1,0,1520427,5.738
2,tiff,1,0,1,1,1150844,1.858
3,tiff,1,0,0,1,1150898,1.825
4,tiff,0,1,0,0,2560008,1.887
5,tiff,0,0,0,0,2560022,1.881
6,tiff,0,0,0,1,2559982,1.934
7,tiff,0,1,1,0,2559970,1.926
8,png,1,1,1,1,605226,4.192
9,png,1,1,0,1,605217,4.236
