configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,7003983,2.15
1,tiff,1,1,0,1,7003933,2.129
10,png,1,0,1,1,6475607,7.326
11,png,1,0,0,1,6475553,7.372
12,png,0,1,0,0,13842769,29.348
13,png,0,0,0,0,13842806,29.367
14,png,0,0,0,1,13842765,29.378
15,png,0,1,1,0,13842793,29.484
2,tiff,1,0,1,1,7003606,2.161
3,tiff,1,0,0,1,7003760,2.188
4,tiff,0,1,0,0,17524930,2.737
5,tiff,0,0,0,0,17525818,2.767
6,tiff,0,0,0,1,17526981,2.732
7,tiff,0,1,1,0,17524936,2.746
8,png,1,1,1,1,6475505,7.38
9,png,1,1,0,1,6475477,7.433
