configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1859570,59.711
1,tiff,1,1,0,1,1868651,59.578
10,png,1,0,1,1,1657156,58.591
11,png,1,0,0,1,1658282,58.424
12,png,0,1,0,0,1769764,58.944
13,png,0,0,0,0,1769335,59.016
14,png,0,0,0,1,1768667,59.055
15,png,0,1,1,0,1767981,58.82
2,tiff,1,0,1,1,1857840,59.782
3,tiff,1,0,0,1,1859498,59.495
4,tiff,0,1,0,0,1956314,59.772
5,tiff,0,0,0,0,1954766,59.616
6,tiff,0,0,0,1,1954201,59.652
7,tiff,0,1,1,0,1955602,59.881
8,png,1,1,1,1,1648821,58.5
9,png,1,1,0,1,1648524,58.573
