configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1439895,0.69
1,tiff,1,1,0,1,1439885,0.533
10,png,1,0,1,1,1365427,2.46
11,png,1,0,0,1,1365427,2.483
12,png,0,1,0,0,3552438,3.902
13,png,0,0,0,0,3552435,3.897
14,png,0,0,0,1,3552459,3.897
15,png,0,1,1,0,3552429,3.945
2,tiff,1,0,1,1,1439890,0.565
3,tiff,1,0,0,1,1439901,0.56
4,tiff,0,1,0,0,4498317,0.689
5,tiff,0,0,0,0,4498105,0.639
6,tiff,0,0,0,1,4498070,0.636
7,tiff,0,1,1,0,4498106,0.689
8,png,1,1,1,1,1365422,2.494
9,png,1,1,0,1,1365418,2.427
