configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1268685,0.977
1,tiff,1,1,0,1,1268606,0.973
10,png,1,0,1,1,969008,2.933
11,png,1,0,0,1,969013,2.867
12,png,0,1,0,0,969053,2.864
13,png,0,0,0,0,969017,2.909
14,png,0,0,0,1,969032,2.865
15,png,0,1,1,0,969015,2.9
2,tiff,1,0,1,1,1268208,0.897
3,tiff,1,0,0,1,1268705,0.955
4,tiff,0,1,0,0,1268703,0.901
5,tiff,0,0,0,0,1268626,0.897
6,tiff,0,0,0,1,1268693,0.977
7,tiff,0,1,1,0,1268588,0.902
8,png,1,1,1,1,969050,2.967
9,png,1,1,0,1,969033,2.87
