configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1098681,5.821
1,tiff,1,1,0,1,1098783,5.807
10,png,1,0,1,1,1023856,6.702
11,png,1,0,0,1,1023964,6.6
12,png,0,1,0,0,1223615,6.919
13,png,0,0,0,0,1223604,6.891
14,png,0,0,0,1,1223571,6.937
15,png,0,1,1,0,1223777,6.932
2,tiff,1,0,1,1,1098803,5.788
3,tiff,1,0,0,1,1098932,5.782
4,tiff,0,1,0,0,1422395,5.807
5,tiff,0,0,0,0,1422401,5.766
6,tiff,0,0,0,1,1422411,5.733
7,tiff,0,1,1,0,1422758,5.781
8,png,1,1,1,1,1023492,6.632
9,png,1,1,0,1,1023491,6.655
