configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2234019,1.244
1,tiff,1,1,0,1,2235523,1.241
10,png,1,0,1,1,1543977,3.256
11,png,1,0,0,1,1544109,3.214
12,png,0,1,0,0,5610020,20.652
13,png,0,0,0,0,5609943,20.511
14,png,0,0,0,1,5609863,20.561
15,png,0,1,1,0,5610041,20.639
2,tiff,1,0,1,1,2235751,1.259
3,tiff,1,0,0,1,2233913,1.356
4,tiff,0,1,0,0,9553401,2.587
5,tiff,0,0,0,0,9553182,2.662
6,tiff,0,0,0,1,9553561,2.708
7,tiff,0,1,1,0,9553125,2.65
8,png,1,1,1,1,1544031,3.231
9,png,1,1,0,1,1543980,3.284
