configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2337192,0.289
1,tiff,1,1,0,1,2337192,0.239
10,png,1,0,1,1,2277447,0.563
11,png,1,0,0,1,2277450,0.527
12,png,0,1,0,0,9790089,7.955
13,png,0,0,0,0,9790087,7.932
14,png,0,0,0,1,9790089,8.413
15,png,0,1,1,0,9790086,7.963
2,tiff,1,0,1,1,2337192,0.223
3,tiff,1,0,0,1,2337192,0.206
4,tiff,0,1,0,0,15877622,0.411
5,tiff,0,0,0,0,15877623,0.389
6,tiff,0,0,0,1,15877614,0.408
7,tiff,0,1,1,0,15877622,0.447
8,png,1,1,1,1,2277446,0.526
9,png,1,1,0,1,2277443,0.525
