configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,384029,0.241
1,tiff,1,1,0,1,384025,0.244
10,png,1,0,1,1,384025,0.246
11,png,1,0,0,1,384025,0.273
12,png,0,1,0,0,1377498,1.691
13,png,0,0,0,0,1377497,1.708
14,png,0,0,0,1,1377496,1.723
15,png,0,1,1,0,1377493,1.706
2,tiff,1,0,1,1,384024,0.206
3,tiff,1,0,0,1,384024,0.225
4,tiff,0,1,0,0,2083407,0.3
5,tiff,0,0,0,0,2083391,0.272
6,tiff,0,0,0,1,2083417,0.269
7,tiff,0,1,1,0,2083417,0.268
8,png,1,1,1,1,384029,0.225
9,png,1,1,0,1,384029,0.206
