configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,11575980,1.471
1,tiff,1,1,0,1,11860149,2.963
10,png,1,0,1,1,16541113,27.109
11,png,1,0,0,1,16613301,29.551
12,png,0,1,0,0,24194855,35.247
13,png,0,0,0,0,24194837,35.326
14,png,0,0,0,1,24194852,35.159
15,png,0,1,1,0,24107159,32.965
2,tiff,1,0,1,1,11575958,1.414
3,tiff,1,0,0,1,11861182,2.952
4,tiff,0,1,0,0,20529004,3.588
5,tiff,0,0,0,0,20528747,3.565
6,tiff,0,0,0,1,20528868,3.616
7,tiff,0,1,1,0,20244080,2.008
8,png,1,1,1,1,16541072,27.084
9,png,1,1,0,1,16613299,29.415
