configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739165,2.14
1,tiff,1,1,0,1,739159,1.732
10,png,1,0,1,1,739164,1.75
11,png,1,0,0,1,739164,1.698
12,png,0,1,0,0,3168073,5.447
13,png,0,0,0,0,3168071,5.445
14,png,0,0,0,1,3168070,5.436
15,png,0,1,1,0,3168071,5.408
2,tiff,1,0,1,1,739162,1.773
3,tiff,1,0,0,1,739165,1.695
4,tiff,0,1,0,0,4807710,1.848
5,tiff,0,0,0,0,4807625,1.808
6,tiff,0,0,0,1,4807702,1.825
7,tiff,0,1,1,0,4807627,1.889
8,png,1,1,1,1,739164,1.73
9,png,1,1,0,1,739163,1.725
